Multiplier: 10
Decision_Tree MLLib: 18 different tests
Iteration,Impurity,Max_Depth,Max_Bins,Sensitivity,Fallout,Specificity,Miss_rate,Test_Error,AUC,Exec_Time
7.10,gini,6,32,100,0.9536,0.0859,0.9141,0.0464,0.0669,0.9333,0.881
8.1,gini,6,32,200,0.9804,0.1145,0.8855,0.0196,0.0634,0.9419,1.3
8.2,gini,6,32,200,0.9918,0.0743,0.9257,0.0082,0.0444,0.9547,1.469
8.3,gini,6,32,200,0.9675,0.0759,0.9241,0.0325,0.056,0.9432,1.381
8.4,gini,6,32,200,0.9783,0.0769,0.9231,0.0217,0.0521,0.9466,1.322
8.5,gini,6,32,200,0.9784,0.1235,0.8765,0.0216,0.0764,0.9256,1.289
8.6,gini,6,32,200,0.9828,0.1091,0.8909,0.0172,0.0712,0.9251,1.316
8.7,gini,6,32,200,0.9795,0.0898,0.9102,0.0205,0.0575,0.9429,1.475
8.8,gini,6,32,200,0.9921,0.0789,0.9211,0.0079,0.0506,0.9436,1.312
8.9,gini,6,32,200,0.975,0.1069,0.8931,0.025,0.0677,0.9341,1.35
8.10,gini,6,32,200,0.9536,0.0859,0.9141,0.0464,0.0669,0.9333,1.302
9.1,gini,6,64,100,0.9803,0.1212,0.8788,0.0197,0.0669,0.9389,1.025
9.2,gini,6,64,100,0.9836,0.0811,0.9189,0.0164,0.0519,0.9473,1.088
9.3,gini,6,64,100,0.9917,0.0743,0.9257,0.0083,0.0448,0.9541,1.061
9.4,gini,6,64,100,0.9783,0.0769,0.9231,0.0217,0.0521,0.9466,1.023
9.5,gini,6,64,100,0.9716,0.1187,0.8812,0.0284,0.0764,0.9253,1.015
9.6,gini,6,64,100,0.9826,0.1145,0.8855,0.0174,0.0747,0.9213,0.99
9.7,gini,6,64,100,0.9728,0.0904,0.9096,0.0272,0.0607,0.9396,1.032
9.8,gini,6,64,100,0.9844,0.0745,0.9255,0.0156,0.0506,0.9443,1.041
9.9,gini,6,64,100,0.9831,0.1128,0.8872,0.0169,0.0677,0.9344,1.048
9.10,gini,6,64,100,0.96,0.0854,0.9146,0.04,0.0637,0.9365,1.028
10.1,gini,6,64,200,0.9801,0.1278,0.8722,0.0199,0.0704,0.9359,1.695
10.2,gini,6,64,200,0.9836,0.0811,0.9189,0.0164,0.0519,0.9473,1.564
10.3,gini,6,64,200,0.9917,0.0743,0.9257,0.0083,0.0448,0.9541,1.638
10.4,gini,6,64,200,0.9854,0.0765,0.9235,0.0146,0.0489,0.9498,1.604
10.5,gini,6,64,200,0.9716,0.1187,0.8812,0.0284,0.0764,0.9253,1.435
10.6,gini,6,64,200,0.9744,0.1098,0.8902,0.0256,0.0747,0.9218,1.606
10.7,gini,6,64,200,0.9795,0.0898,0.9102,0.0205,0.0575,0.9429,1.576
10.8,gini,6,64,200,0.9921,0.0789,0.9211,0.0079,0.0506,0.9436,1.581
10.9,gini,6,64,200,0.9669,0.1077,0.8923,0.0331,0.0717,0.9299,1.587
10.10,gini,6,64,200,0.9539,0.0802,0.9198,0.0461,0.0637,0.9364,1.537
11.1,gini,6,128,100,0.9804,0.1145,0.8855,0.0196,0.0634,0.9419,1.327
11.2,gini,6,128,100,0.9837,0.0748,0.9252,0.0163,0.0481,0.9511,1.299
11.3,gini,6,128,100,0.9917,0.0743,0.9257,0.0083,0.0448,0.9541,1.495
11.4,gini,6,128,100,0.9781,0.0824,0.9176,0.0219,0.0554,0.9433,1.295
11.5,gini,6,128,100,0.9716,0.1187,0.8812,0.0284,0.0764,0.9253,1.33
11.6,gini,6,128,100,0.9744,0.1098,0.8902,0.0256,0.0747,0.9218,1.313
11.7,gini,6,128,100,0.9793,0.0952,0.9048,0.0207,0.0607,0.9397,1.2
11.8,gini,6,128,100,0.984,0.089,0.911,0.016,0.0601,0.9336,1.355
11.9,gini,6,128,100,0.9831,0.1128,0.8872,0.0169,0.0677,0.9344,1.549
11.10,gini,6,128,100,0.9539,0.0802,0.9198,0.0461,0.0637,0.9364,1.263
12.1,gini,6,128,200,0.9801,0.1278,0.8722,0.0199,0.0704,0.9359,2.039
12.2,gini,6,128,200,0.9836,0.0811,0.9189,0.0164,0.0519,0.9473,2.323
12.3,gini,6,128,200,0.9916,0.0805,0.9195,0.0084,0.0485,0.9502,2.237
12.4,gini,6,128,200,0.9854,0.0765,0.9235,0.0146,0.0489,0.9498,2.182
